
|                                  :id | :nec |                                        :name |                                                                                                                        :address |        :distrito |                   :concelho |     :cp7 |                                                                                                                                                                        :concelho-href |                                                                                                                                         :imt-href |
| 0864676e-495d-35cc-95f8-c6a0ae1160c3 |   35 |                                      Neuropa |                                                                        Rua Tenente Ferreira Durão, Nº 2 r/c Dtº 1350-314 LISBOA |           Lisboa |                      Lisboa | 1350-314 |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Lisboa&Concelho=Lisboa |                                      https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Neuropa691.aspx |
| 2992efee-820c-3d52-98e5-a1d5e2cf9890 |   36 |                                       Pincor |                                                                                           Praça da República, 64 4050-496 PORTO |            Porto |                       Porto | 4050-496 |                            https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Porto&Concelho=Porto |                                       https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Pincor789.aspx |
| 473206e9-8bdd-3096-8f6a-9cd2a22d6fed |   38 |                                    Campolide |                                                                              Rua D. Carlos de Mascarenhas, 76-A 1070-083 LISBOA |           Lisboa |                      Lisboa | 1070-083 |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Lisboa&Concelho=Lisboa |                                    https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Automovel191.aspx |
| 30589f06-0ea4-36a3-89b6-3a4525381053 |   39 |                                    Torrejana |                                                                  Largo Movimento das Forças Armadas, Nº 3 2350-754 TORRES NOVAS |         Santarém |                Torres Novas | 2350-754 |                https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Santarem&Concelho=Torres%20Novas |                                   https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Torrejana1016.aspx |
| dac33f39-79e7-3be3-8138-bcafcd7084ae |   40 |                         Automóvel Lisbonense |                                                                       Alameda D. Afonso Henriques, 27 A r/c Dtº 1900-180 LISBOA |           Lisboa |                      Lisboa | 1900-180 |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Lisboa&Concelho=Lisboa |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/AutomovelLisbonense201.aspx |
| 0fb39c61-449c-3bfa-8fd5-5af024479eb9 |   41 |                                    Telheiras |                                                                          Rua Prof. Fernando da Fonseca, Nº 28-B 1600-620 LISBOA |           Lisboa |                      Lisboa | 1600-620 |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Lisboa&Concelho=Lisboa |                                   https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Telheiras1001.aspx |
| 2900b077-b0c7-36e9-931f-c5e9ee370d7b |   42 |                                   Carvalhido |                                                                                        Rua dos Castelos, 23 – 1º 4250-117 PORTO |            Porto |                       Porto | 4250-117 |                            https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Porto&Concelho=Porto |                                   https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Carvalhido292.aspx |
| 784518db-48bd-364d-8ea8-6912e00ab463 |   44 |                                     Saldanha |                                                        Av.ª Fontes Pereira de Melo, n.º 31 – Galeria Esquerda ; 1050-117 Lisboa |           Lisboa |                      Lisboa | 1050-117 |                          https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Lisboa&Concelho=Lisboa |                                https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/Internacional567.aspx |
| 244f11ca-0571-34f7-b05a-ab1d58e0f9c8 |   45 |                          Gonçalves e Delgado |                                                                                         Avª 22 de Dezembro, 52 2900-667 SETÙBAL |          Setúbal |                     Setúbal | 2900-667 |                   https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Setubal&Concelho=Set%C3%BAbal |                            https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/GoncalveseDelgado493.aspx |
| 55ff0b2f-2a82-364d-b05e-a9ccd29254e7 |   47 |                                Moderna-Tomar |                                                                               Rua João de Oliveira Casquinho, 25 2300-576 TOMAR |         Santarém |                       Tomar | 2300-576 |                         https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/LocalizacaoEscolasConducao.aspx?Distrito=Santarem&Concelho=Tomar |                                 https://www.imt-ip.pt/sites/IMTT/Portugues/EnsinoConducao/LocalizacaoEscolasConducao/Paginas/ModernaTomar660.aspx |
